TAI,15,15,0,1231.0,2.5823,4
TAI,15,15,1,1244.0,44.1598,4
TAI,15,15,2,1218.0,32.9723,4
TAI,15,15,3,1175.0,45.8909,4
TAI,15,15,4,1224.0,199.8422,4
TAI,15,15,0,1231.0,6.7822,4
TAI,15,15,1,1244.0,68.8695,4
TAI,15,15,2,1218.0,37.0519,4
TAI,15,15,3,1175.0,36.4141,4
TAI,15,15,4,1224.0,228.6703,4
TAI,15,15,5,1238.0,3601.5915,2
TAI,15,15,6,1227.0,482.6872,4
TAI,15,15,7,1217.0,156.3718,4
TAI,15,15,8,1274.0,302.1396,4
TAI,15,15,9,1241.0,75.9227,4
TAI,20,15,0,1371.0,3600.8688,2
TAI,20,15,1,1368.0,3600.868,2
TAI,20,15,2,1346.0,3601.0184,2
TAI,20,15,3,1345.0,15.92,4
TAI,20,15,4,1349.0,3600.7867,2
TAI,20,15,5,1366.0,3600.7762,2
TAI,20,15,6,1462.0,62.9866,4
TAI,20,15,7,1398.0,3600.8427,2
TAI,20,15,8,1332.0,3600.9069,2
TAI,20,15,9,1355.0,3600.9171,2
TAI,20,20,0,1643.0,3600.9362,2
TAI,20,20,1,1628.0,3600.8412,2
TAI,20,20,2,1579.0,3601.8133,2
TAI,20,20,3,1644.0,3600.8568,2
TAI,20,20,4,1610.0,3600.9559,2
TAI,20,20,5,1657.0,3601.1018,2
TAI,20,20,6,1691.0,3600.9722,2
TAI,20,20,7,1616.0,3600.864,2
TAI,20,20,8,1628.0,3600.8356,2
TAI,20,20,9,1597.0,3601.0777,2
TAI,100,20,0,5464.0,1835.3656,4
TAI,100,20,1,5181.0,2552.0402,4
TAI,100,20,2,5568.0,902.5959,4
TAI,100,20,3,5339.0,1277.4338,4
TAI,100,20,4,5392.0,1720.1802,4
TAI,100,20,5,5347.0,3601.2379,2
TAI,100,20,6,5436.0,528.485,4
TAI,100,20,7,5394.0,1040.7994,4
TAI,100,20,8,5358.0,1945.9064,4
TAI,100,20,9,5190.0,3601.3515,2
TAI,50,20,0,2868.0,758.3879,4
TAI,50,20,1,2956.0,3601.3617,2
TAI,50,20,2,2758.0,3601.3584,2
TAI,50,20,3,2713.0,3601.4324,2
TAI,50,20,4,2753.0,3601.5603,2
TAI,50,20,5,2882.0,3600.7057,2
TAI,50,20,6,2842.0,3600.5875,2
TAI,50,20,7,2784.0,1112.9648,4
TAI,50,20,8,3071.0,207.0139,4
TAI,50,20,9,3088.0,3601.4846,2
TAI,50,15,0,2760.0,203.7142,4
TAI,50,15,1,2756.0,188.4017,4
TAI,50,15,2,2717.0,253.9517,4
TAI,50,15,3,2839.0,30.3858,4
TAI,50,15,4,2679.0,2188.7167,4
TAI,50,15,5,2781.0,421.6063,4
TAI,50,15,6,2943.0,115.3617,4
TAI,50,15,7,2885.0,212.5952,4
TAI,50,15,8,2655.0,355.952,4
TAI,50,15,9,2723.0,372.9368,4
TAI,30,20,0,2069.0,3601.2387,2
TAI,30,20,1,1986.0,3601.244,2
TAI,30,20,2,1916.0,3601.1392,2
TAI,30,20,3,2038.0,3601.5721,2
TAI,30,20,4,2020.0,3601.1957,2
TAI,30,20,5,2037.0,3601.2051,2
TAI,30,20,6,1990.0,3601.2278,2
TAI,30,20,7,2018.0,3601.2836,2
TAI,30,20,8,2014.0,3601.2651,2
TAI,30,20,9,1998.0,3601.2128,2
TAI,30,15,0,1772.0,3601.2278,2
