benchmark,job_n,mc_n,instance_i,agent_type,action_type,state_type,rule,makespan,run_t,mean_transit_t,decision_n
DMU,30,15,4,rule,single_mc_buffer,simple,MOR,4171,0.7814,0.0032,245
DMU,30,15,5,rule,single_mc_buffer,simple,SPT,5833,0.7744,0.003,262
DMU,30,15,5,rule,single_mc_buffer,simple,LPT,6250,0.6967,0.0032,221
DMU,30,15,5,rule,single_mc_buffer,simple,SRPT,6108,0.7007,0.0035,202
DMU,30,15,5,rule,single_mc_buffer,simple,LRPT,5950,0.89,0.0028,313
DMU,30,15,5,rule,single_mc_buffer,simple,STT,5989,0.6857,0.0032,211
DMU,30,15,5,rule,single_mc_buffer,simple,LTT,5603,0.8207,0.0027,299
DMU,30,15,5,rule,single_mc_buffer,simple,LOR,6116,0.6807,0.0032,210
DMU,30,15,5,rule,single_mc_buffer,simple,MOR,6286,0.8571,0.0026,335
DMU,30,15,6,rule,single_mc_buffer,simple,SPT,5667,0.7754,0.0028,273
DMU,30,15,6,rule,single_mc_buffer,simple,LPT,6629,0.7405,0.003,244
DMU,30,15,6,rule,single_mc_buffer,simple,SRPT,5795,0.7136,0.0034,212
DMU,30,15,6,rule,single_mc_buffer,simple,LRPT,5741,0.8452,0.0031,277
DMU,30,15,6,rule,single_mc_buffer,simple,STT,5933,0.6783,0.0034,199
DMU,30,15,6,rule,single_mc_buffer,simple,LTT,5673,0.8402,0.0029,288
DMU,30,15,6,rule,single_mc_buffer,simple,LOR,5812,0.7017,0.0031,226
DMU,30,15,6,rule,single_mc_buffer,simple,MOR,6319,0.8203,0.0027,305
DMU,30,15,7,rule,single_mc_buffer,simple,SPT,5270,0.7126,0.0032,224
DMU,30,15,7,rule,single_mc_buffer,simple,LPT,6813,0.7236,0.0033,220
DMU,30,15,7,rule,single_mc_buffer,simple,SRPT,6634,0.6867,0.0038,182
DMU,30,15,7,rule,single_mc_buffer,simple,LRPT,5830,0.8741,0.0029,301
DMU,30,15,7,rule,single_mc_buffer,simple,STT,6466,0.6827,0.0037,184
DMU,30,15,7,rule,single_mc_buffer,simple,LTT,5832,0.8775,0.0029,307
DMU,30,15,7,rule,single_mc_buffer,simple,LOR,5915,0.688,0.0037,185
DMU,30,15,7,rule,single_mc_buffer,simple,MOR,6434,0.8272,0.0028,293
DMU,30,15,8,rule,single_mc_buffer,simple,SPT,5815,0.7355,0.0029,250
DMU,30,15,8,rule,single_mc_buffer,simple,LPT,6521,0.7126,0.0034,210
DMU,30,15,8,rule,single_mc_buffer,simple,SRPT,5974,0.7226,0.004,180
DMU,30,15,8,rule,single_mc_buffer,simple,LRPT,5814,0.8382,0.0029,289
DMU,30,15,8,rule,single_mc_buffer,simple,STT,6319,0.6502,0.0035,187
DMU,30,15,8,rule,single_mc_buffer,simple,LTT,5714,0.8512,0.0027,310
DMU,30,15,8,rule,single_mc_buffer,simple,LOR,6175,0.6738,0.0036,186
DMU,30,15,8,rule,single_mc_buffer,simple,MOR,6474,0.8095,0.0026,307
DMU,30,15,9,rule,single_mc_buffer,simple,SPT,5279,0.7664,0.0029,262
DMU,30,15,9,rule,single_mc_buffer,simple,LPT,7028,0.6541,0.0035,189
DMU,30,15,9,rule,single_mc_buffer,simple,SRPT,5539,0.7026,0.0036,195
DMU,30,15,9,rule,single_mc_buffer,simple,LRPT,6167,0.8591,0.0031,273
DMU,30,15,9,rule,single_mc_buffer,simple,STT,5981,0.6539,0.0038,172
DMU,30,15,9,rule,single_mc_buffer,simple,LTT,6138,0.8477,0.0031,277
DMU,30,15,9,rule,single_mc_buffer,simple,LOR,5984,0.7171,0.0036,199
DMU,30,15,9,rule,single_mc_buffer,simple,MOR,6218,0.8801,0.0028,320
DMU,30,20,0,rule,single_mc_buffer,simple,SPT,4907,1.0808,0.0051,214
DMU,30,20,0,rule,single_mc_buffer,simple,LPT,5841,1.0576,0.0055,191
DMU,30,20,0,rule,single_mc_buffer,simple,SRPT,5735,1.1173,0.0061,184
DMU,30,20,0,rule,single_mc_buffer,simple,LRPT,4495,1.1847,0.0055,216
DMU,30,20,0,rule,single_mc_buffer,simple,STT,5061,1.0913,0.0057,193
DMU,30,20,0,rule,single_mc_buffer,simple,LTT,4485,1.1611,0.005,232
DMU,30,20,0,rule,single_mc_buffer,simple,LOR,5821,1.0814,0.0058,185
DMU,30,20,0,rule,single_mc_buffer,simple,MOR,4493,1.1372,0.0051,222
DMU,30,20,1,rule,single_mc_buffer,simple,SPT,5043,1.1153,0.0053,212
DMU,30,20,1,rule,single_mc_buffer,simple,LPT,6214,1.1133,0.0055,203
DMU,30,20,1,rule,single_mc_buffer,simple,SRPT,6410,1.1043,0.0057,195
DMU,30,20,1,rule,single_mc_buffer,simple,LRPT,4999,1.1751,0.0049,241
DMU,30,20,1,rule,single_mc_buffer,simple,STT,6456,1.1081,0.0054,205
DMU,30,20,1,rule,single_mc_buffer,simple,LTT,4626,1.1551,0.005,233
DMU,30,20,1,rule,single_mc_buffer,simple,LOR,6053,1.1252,0.0058,195
DMU,30,20,1,rule,single_mc_buffer,simple,MOR,4838,1.1651,0.005,231
DMU,30,20,2,rule,single_mc_buffer,simple,SPT,5890,1.1604,0.0051,228
DMU,30,20,2,rule,single_mc_buffer,simple,LPT,6351,1.093,0.0052,212
DMU,30,20,2,rule,single_mc_buffer,simple,SRPT,5716,1.0864,0.0058,187
DMU,30,20,2,rule,single_mc_buffer,simple,LRPT,4660,1.1392,0.005,230
DMU,30,20,2,rule,single_mc_buffer,simple,STT,6653,1.0943,0.0055,199
DMU,30,20,2,rule,single_mc_buffer,simple,LTT,4635,1.1412,0.005,227
DMU,30,20,2,rule,single_mc_buffer,simple,LOR,6006,1.0827,0.0055,198
DMU,30,20,2,rule,single_mc_buffer,simple,MOR,4719,1.1298,0.0048,233
DMU,30,20,3,rule,single_mc_buffer,simple,SPT,4729,1.1541,0.0052,220
DMU,30,20,3,rule,single_mc_buffer,simple,LPT,5934,1.0654,0.0056,189
DMU,30,20,3,rule,single_mc_buffer,simple,SRPT,5629,1.0943,0.0059,186
DMU,30,20,3,rule,single_mc_buffer,simple,LRPT,4664,1.1163,0.0054,208
DMU,30,20,3,rule,single_mc_buffer,simple,STT,5573,1.0884,0.0057,191
DMU,30,20,3,rule,single_mc_buffer,simple,LTT,4657,1.1066,0.0051,217
DMU,30,20,3,rule,single_mc_buffer,simple,LOR,6480,1.0907,0.0056,194
DMU,30,20,3,rule,single_mc_buffer,simple,MOR,4687,1.0927,0.0053,206
DMU,30,20,4,rule,single_mc_buffer,simple,SPT,5618,1.1432,0.005,228
DMU,30,20,4,rule,single_mc_buffer,simple,LPT,5272,1.0764,0.0057,189
DMU,30,20,4,rule,single_mc_buffer,simple,SRPT,5761,1.0874,0.0057,191
DMU,30,20,4,rule,single_mc_buffer,simple,LRPT,4510,1.1595,0.0051,228
DMU,30,20,4,rule,single_mc_buffer,simple,STT,5671,1.0904,0.0056,196
DMU,30,20,4,rule,single_mc_buffer,simple,LTT,4498,1.1212,0.0051,221
DMU,30,20,4,rule,single_mc_buffer,simple,LOR,5630,1.0816,0.0055,197
DMU,30,20,4,rule,single_mc_buffer,simple,MOR,4295,1.1427,0.0048,236
DMU,30,20,5,rule,single_mc_buffer,simple,SPT,6244,1.345,0.0045,301
DMU,30,20,5,rule,single_mc_buffer,simple,LPT,7541,1.1522,0.0051,227
DMU,30,20,5,rule,single_mc_buffer,simple,SRPT,6958,1.199,0.005,240
DMU,30,20,5,rule,single_mc_buffer,simple,LRPT,6496,1.4098,0.0041,347
DMU,30,20,5,rule,single_mc_buffer,simple,STT,6931,1.213,0.005,245
DMU,30,20,5,rule,single_mc_buffer,simple,LTT,6450,1.415,0.0036,388
DMU,30,20,5,rule,single_mc_buffer,simple,LOR,6643,1.182,0.0044,269
DMU,30,20,5,rule,single_mc_buffer,simple,MOR,7131,1.475,0.0039,376
DMU,30,20,6,rule,single_mc_buffer,simple,SPT,6168,1.3185,0.0045,295
DMU,30,20,6,rule,single_mc_buffer,simple,LPT,7814,1.1502,0.0049,233
DMU,30,20,6,rule,single_mc_buffer,simple,SRPT,6668,1.198,0.005,239
DMU,30,20,6,rule,single_mc_buffer,simple,LRPT,6371,1.4202,0.004,352
DMU,30,20,6,rule,single_mc_buffer,simple,STT,6882,1.1771,0.005,237
DMU,30,20,6,rule,single_mc_buffer,simple,LTT,6134,1.4621,0.004,370
DMU,30,20,6,rule,single_mc_buffer,simple,LOR,6748,1.1912,0.0054,221
DMU,30,20,6,rule,single_mc_buffer,simple,MOR,6904,1.453,0.0039,373
DMU,30,20,7,rule,single_mc_buffer,simple,SPT,5981,1.2113,0.0042,286
DMU,30,20,7,rule,single_mc_buffer,simple,LPT,7144,1.1761,0.0047,249
DMU,30,20,7,rule,single_mc_buffer,simple,SRPT,5924,1.2169,0.005,244
DMU,30,20,7,rule,single_mc_buffer,simple,LRPT,6556,1.3883,0.0041,339
DMU,30,20,7,rule,single_mc_buffer,simple,STT,6125,1.1392,0.005,230
DMU,30,20,7,rule,single_mc_buffer,simple,LTT,6379,1.3933,0.0039,356
DMU,30,20,7,rule,single_mc_buffer,simple,LOR,6632,1.2139,0.0048,254
DMU,30,20,7,rule,single_mc_buffer,simple,MOR,6538,1.4774,0.0039,378
DMU,30,20,8,rule,single_mc_buffer,simple,SPT,6077,1.3268,0.0045,298
DMU,30,20,8,rule,single_mc_buffer,simple,LPT,7224,1.2339,0.0046,267
DMU,30,20,8,rule,single_mc_buffer,simple,SRPT,6353,1.2045,0.0051,237
DMU,30,20,8,rule,single_mc_buffer,simple,LRPT,6675,1.3859,0.0042,333
DMU,30,20,8,rule,single_mc_buffer,simple,STT,6783,1.184,0.005,238
DMU,30,20,8,rule,single_mc_buffer,simple,LTT,6532,1.4647,0.004,365
DMU,30,20,8,rule,single_mc_buffer,simple,LOR,6186,1.1651,0.0051,227
DMU,30,20,8,rule,single_mc_buffer,simple,MOR,6937,1.4212,0.0039,363
DMU,30,20,9,rule,single_mc_buffer,simple,SPT,6544,1.2857,0.0044,295
DMU,30,20,9,rule,single_mc_buffer,simple,LPT,7230,1.2299,0.0045,274
DMU,30,20,9,rule,single_mc_buffer,simple,SRPT,6593,1.199,0.0051,237
DMU,30,20,9,rule,single_mc_buffer,simple,LRPT,6491,1.3993,0.0042,330
DMU,30,20,9,rule,single_mc_buffer,simple,STT,7118,1.198,0.0049,243
DMU,30,20,9,rule,single_mc_buffer,simple,LTT,6191,1.4026,0.004,353
DMU,30,20,9,rule,single_mc_buffer,simple,LOR,6570,1.1806,0.005,235
DMU,30,20,9,rule,single_mc_buffer,simple,MOR,6809,1.498,0.0038,394
DMU,40,15,0,rule,single_mc_buffer,simple,SPT,5419,1.4616,0.0041,357
DMU,40,15,0,rule,single_mc_buffer,simple,LPT,6307,1.2928,0.0045,288
DMU,40,15,0,rule,single_mc_buffer,simple,SRPT,5870,1.3485,0.0045,299
DMU,40,15,0,rule,single_mc_buffer,simple,LRPT,5332,1.4601,0.0042,345
DMU,40,15,0,rule,single_mc_buffer,simple,STT,6788,1.3509,0.0044,304
DMU,40,15,0,rule,single_mc_buffer,simple,LTT,5179,1.498,0.004,372
DMU,40,15,0,rule,single_mc_buffer,simple,LOR,6218,1.3405,0.0046,293
DMU,40,15,0,rule,single_mc_buffer,simple,MOR,5671,1.4641,0.0039,378
DMU,40,15,1,rule,single_mc_buffer,simple,SPT,5661,1.4011,0.0042,335
DMU,40,15,1,rule,single_mc_buffer,simple,LPT,7365,1.288,0.0046,281
DMU,40,15,1,rule,single_mc_buffer,simple,SRPT,6285,1.3455,0.0047,286
DMU,40,15,1,rule,single_mc_buffer,simple,LRPT,5525,1.3893,0.0042,334
DMU,40,15,1,rule,single_mc_buffer,simple,STT,6695,1.2637,0.0048,263
DMU,40,15,1,rule,single_mc_buffer,simple,LTT,5331,1.4701,0.0042,353
DMU,40,15,1,rule,single_mc_buffer,simple,LOR,6980,1.3355,0.0046,293
DMU,40,15,1,rule,single_mc_buffer,simple,MOR,5412,1.4591,0.0041,357
DMU,40,15,2,rule,single_mc_buffer,simple,SPT,5956,1.5006,0.0043,352
DMU,40,15,2,rule,single_mc_buffer,simple,LPT,6463,1.3145,0.0045,291
DMU,40,15,2,rule,single_mc_buffer,simple,SRPT,6870,1.4113,0.0044,320
DMU,40,15,2,rule,single_mc_buffer,simple,LRPT,5062,1.4934,0.0041,366
DMU,40,15,2,rule,single_mc_buffer,simple,STT,7365,1.3206,0.0046,285
DMU,40,15,2,rule,single_mc_buffer,simple,LTT,5105,1.5249,0.0039,387
DMU,40,15,2,rule,single_mc_buffer,simple,LOR,6270,1.3664,0.0046,294
DMU,40,15,2,rule,single_mc_buffer,simple,MOR,5210,1.457,0.004,362
DMU,40,15,3,rule,single_mc_buffer,simple,SPT,5355,1.5139,0.0041,371
DMU,40,15,3,rule,single_mc_buffer,simple,LPT,6485,1.3421,0.0044,304
DMU,40,15,3,rule,single_mc_buffer,simple,SRPT,6264,1.3117,0.0049,265
DMU,40,15,3,rule,single_mc_buffer,simple,LRPT,5258,1.5063,0.0041,370
DMU,40,15,3,rule,single_mc_buffer,simple,STT,6046,1.3176,0.0047,279
DMU,40,15,3,rule,single_mc_buffer,simple,LTT,5072,1.5369,0.0038,400
DMU,40,15,3,rule,single_mc_buffer,simple,LOR,6464,1.3513,0.0045,301
DMU,40,15,3,rule,single_mc_buffer,simple,MOR,5214,1.4701,0.0041,357
DMU,40,15,4,rule,single_mc_buffer,simple,SPT,4743,1.492,0.0041,365
DMU,40,15,4,rule,single_mc_buffer,simple,LPT,5750,1.3378,0.0044,306
DMU,40,15,4,rule,single_mc_buffer,simple,SRPT,5836,1.4262,0.0046,313
DMU,40,15,4,rule,single_mc_buffer,simple,LRPT,4606,1.4581,0.0038,379
DMU,40,15,4,rule,single_mc_buffer,simple,STT,5753,1.3574,0.0045,301
DMU,40,15,4,rule,single_mc_buffer,simple,LTT,4501,1.5639,0.0039,402
DMU,40,15,4,rule,single_mc_buffer,simple,LOR,6302,1.3385,0.0043,308
DMU,40,15,4,rule,single_mc_buffer,simple,MOR,4663,1.4591,0.0039,372
DMU,40,15,5,rule,single_mc_buffer,simple,SPT,6302,1.484,0.0038,395
DMU,40,15,5,rule,single_mc_buffer,simple,LPT,8131,1.3808,0.0042,327
DMU,40,15,5,rule,single_mc_buffer,simple,SRPT,7335,1.4043,0.0044,318
DMU,40,15,5,rule,single_mc_buffer,simple,LRPT,7363,1.592,0.0039,411
DMU,40,15,5,rule,single_mc_buffer,simple,STT,7507,1.4261,0.0045,320
DMU,40,15,5,rule,single_mc_buffer,simple,LTT,7267,1.6983,0.0038,449
DMU,40,15,5,rule,single_mc_buffer,simple,LOR,6872,1.3565,0.0039,347
DMU,40,15,5,rule,single_mc_buffer,simple,MOR,8120,1.5903,0.0034,462
DMU,40,15,6,rule,single_mc_buffer,simple,SPT,6657,1.3619,0.004,339
DMU,40,15,6,rule,single_mc_buffer,simple,LPT,8541,1.3923,0.0044,318
DMU,40,15,6,rule,single_mc_buffer,simple,SRPT,7114,1.3877,0.0045,310
DMU,40,15,6,rule,single_mc_buffer,simple,LRPT,7297,1.5558,0.004,393
DMU,40,15,6,rule,single_mc_buffer,simple,STT,7686,1.3555,0.0045,298
DMU,40,15,6,rule,single_mc_buffer,simple,LTT,7146,1.5847,0.0039,402
DMU,40,15,6,rule,single_mc_buffer,simple,LOR,7024,1.3684,0.0046,298
DMU,40,15,6,rule,single_mc_buffer,simple,MOR,8076,1.6636,0.0036,462
DMU,40,15,7,rule,single_mc_buffer,simple,SPT,6578,1.4407,0.0038,384
DMU,40,15,7,rule,single_mc_buffer,simple,LPT,8605,1.4013,0.0041,338
DMU,40,15,7,rule,single_mc_buffer,simple,SRPT,7411,1.3638,0.0045,303
DMU,40,15,7,rule,single_mc_buffer,simple,LRPT,7660,1.7192,0.0037,467
DMU,40,15,7,rule,single_mc_buffer,simple,STT,7407,1.3674,0.0047,289
DMU,40,15,7,rule,single_mc_buffer,simple,LTT,7426,1.6385,0.0034,475
DMU,40,15,7,rule,single_mc_buffer,simple,LOR,7655,1.2618,0.0044,287
DMU,40,15,7,rule,single_mc_buffer,simple,MOR,8095,1.6741,0.0034,493
DMU,40,15,8,rule,single_mc_buffer,simple,SPT,7067,1.4385,0.0038,382
DMU,40,15,8,rule,single_mc_buffer,simple,LPT,7940,1.3867,0.0044,318
DMU,40,15,8,rule,single_mc_buffer,simple,SRPT,7433,1.3609,0.0047,289
DMU,40,15,8,rule,single_mc_buffer,simple,LRPT,7028,1.5688,0.0036,431
DMU,40,15,8,rule,single_mc_buffer,simple,STT,7384,1.2658,0.0042,299
DMU,40,15,8,rule,single_mc_buffer,simple,LTT,6898,1.6455,0.0037,442
DMU,40,15,8,rule,single_mc_buffer,simple,LOR,7537,1.3522,0.0046,296
DMU,40,15,8,rule,single_mc_buffer,simple,MOR,8068,1.6406,0.0034,485
DMU,40,15,9,rule,single_mc_buffer,simple,SPT,6779,1.4143,0.0037,385
DMU,40,15,9,rule,single_mc_buffer,simple,LPT,8058,1.4297,0.0042,342
DMU,40,15,9,rule,single_mc_buffer,simple,SRPT,7644,1.3924,0.0045,308
DMU,40,15,9,rule,single_mc_buffer,simple,LRPT,7066,1.6335,0.0037,436
DMU,40,15,9,rule,single_mc_buffer,simple,STT,7079,1.3465,0.0046,292
DMU,40,15,9,rule,single_mc_buffer,simple,LTT,6951,1.6363,0.0037,443
DMU,40,15,9,rule,single_mc_buffer,simple,LOR,7307,1.2751,0.0042,302
DMU,40,15,9,rule,single_mc_buffer,simple,MOR,8152,1.6096,0.0034,471
DMU,40,20,0,rule,single_mc_buffer,simple,SPT,6244,2.1882,0.0056,391
DMU,40,20,0,rule,single_mc_buffer,simple,LPT,7420,2.0635,0.0062,333
DMU,40,20,0,rule,single_mc_buffer,simple,SRPT,6882,2.083,0.0068,307
DMU,40,20,0,rule,single_mc_buffer,simple,LRPT,5756,2.2086,0.0058,381
DMU,40,20,0,rule,single_mc_buffer,simple,STT,7244,2.084,0.0064,324
DMU,40,20,0,rule,single_mc_buffer,simple,LTT,5573,2.2401,0.0057,391
DMU,40,20,0,rule,single_mc_buffer,simple,LOR,7261,2.0462,0.0064,319
DMU,40,20,0,rule,single_mc_buffer,simple,MOR,5751,2.2565,0.0058,391
DMU,40,20,1,rule,single_mc_buffer,simple,SPT,6785,2.1901,0.0058,376
DMU,40,20,1,rule,single_mc_buffer,simple,LPT,7400,2.09,0.0068,306
DMU,40,20,1,rule,single_mc_buffer,simple,SRPT,7723,2.103,0.0067,312
DMU,40,20,1,rule,single_mc_buffer,simple,LRPT,5990,2.2706,0.0058,393
DMU,40,20,1,rule,single_mc_buffer,simple,STT,7896,1.9949,0.0071,282
DMU,40,20,1,rule,single_mc_buffer,simple,LTT,5721,2.2216,0.0056,395
DMU,40,20,1,rule,single_mc_buffer,simple,LOR,7215,2.0263,0.0067,303
DMU,40,20,1,rule,single_mc_buffer,simple,MOR,6037,2.2764,0.0056,406
DMU,40,20,2,rule,single_mc_buffer,simple,SPT,6316,2.1728,0.006,365
DMU,40,20,2,rule,single_mc_buffer,simple,LPT,7144,2.0484,0.0066,312
DMU,40,20,2,rule,single_mc_buffer,simple,SRPT,7712,2.0741,0.0065,318
DMU,40,20,2,rule,single_mc_buffer,simple,LRPT,5711,2.2769,0.0055,417
DMU,40,20,2,rule,single_mc_buffer,simple,STT,7652,1.9815,0.0068,292
DMU,40,20,2,rule,single_mc_buffer,simple,LTT,5634,2.2983,0.0056,414
DMU,40,20,2,rule,single_mc_buffer,simple,LOR,7168,2.0345,0.0066,306
DMU,40,20,2,rule,single_mc_buffer,simple,MOR,5610,2.2242,0.0056,394
DMU,40,20,3,rule,single_mc_buffer,simple,SPT,6468,2.2151,0.0057,386
DMU,40,20,3,rule,single_mc_buffer,simple,LPT,7162,2.0691,0.0065,317
DMU,40,20,3,rule,single_mc_buffer,simple,SRPT,7144,2.0631,0.0064,324
DMU,40,20,3,rule,single_mc_buffer,simple,LRPT,5501,2.2176,0.0061,363
DMU,40,20,3,rule,single_mc_buffer,simple,STT,6919,2.0352,0.0066,310
DMU,40,20,3,rule,single_mc_buffer,simple,LTT,5523,2.2217,0.0057,390
DMU,40,20,3,rule,single_mc_buffer,simple,LOR,7332,2.085,0.0063,330
DMU,40,20,3,rule,single_mc_buffer,simple,MOR,5891,2.1887,0.0056,388
DMU,40,20,4,rule,single_mc_buffer,simple,SPT,5979,2.2122,0.0058,383
DMU,40,20,4,rule,single_mc_buffer,simple,LPT,6906,2.1379,0.0063,340
DMU,40,20,4,rule,single_mc_buffer,simple,SRPT,7002,2.1414,0.0066,324
DMU,40,20,4,rule,single_mc_buffer,simple,LRPT,6044,2.1877,0.0057,384
DMU,40,20,4,rule,single_mc_buffer,simple,STT,6968,2.0621,0.0065,318
DMU,40,20,4,rule,single_mc_buffer,simple,LTT,5726,2.1946,0.0058,377
DMU,40,20,4,rule,single_mc_buffer,simple,LOR,6717,2.09,0.0067,311
DMU,40,20,4,rule,single_mc_buffer,simple,MOR,5731,2.2884,0.0056,407
DMU,40,20,5,rule,single_mc_buffer,simple,SPT,7865,2.4694,0.0048,519
DMU,40,20,5,rule,single_mc_buffer,simple,LPT,9162,2.2818,0.0056,408
DMU,40,20,5,rule,single_mc_buffer,simple,SRPT,8166,2.1622,0.0059,365
DMU,40,20,5,rule,single_mc_buffer,simple,LRPT,8265,2.4872,0.0047,524
DMU,40,20,5,rule,single_mc_buffer,simple,STT,8388,2.1313,0.0055,386
DMU,40,20,5,rule,single_mc_buffer,simple,LTT,8171,2.534,0.0045,562
DMU,40,20,5,rule,single_mc_buffer,simple,LOR,8520,2.1871,0.0058,375
DMU,40,20,5,rule,single_mc_buffer,simple,MOR,8724,2.5854,0.0043,599
DMU,40,20,6,rule,single_mc_buffer,simple,SPT,8559,2.3531,0.0049,476
DMU,40,20,6,rule,single_mc_buffer,simple,LPT,8909,2.1522,0.0059,365
DMU,40,20,6,rule,single_mc_buffer,simple,SRPT,8420,2.1319,0.006,358
DMU,40,20,6,rule,single_mc_buffer,simple,LRPT,7805,2.5365,0.0046,552
DMU,40,20,6,rule,single_mc_buffer,simple,STT,8448,2.0711,0.006,346
DMU,40,20,6,rule,single_mc_buffer,simple,LTT,7741,2.6641,0.0045,591
DMU,40,20,6,rule,single_mc_buffer,simple,LOR,7673,2.1099,0.0057,372
DMU,40,20,6,rule,single_mc_buffer,simple,MOR,8368,2.5127,0.0045,564
DMU,40,20,7,rule,single_mc_buffer,simple,SPT,8112,2.3502,0.0048,485
DMU,40,20,7,rule,single_mc_buffer,simple,LPT,9195,2.093,0.0061,345
DMU,40,20,7,rule,single_mc_buffer,simple,SRPT,8327,2.1907,0.0057,386
DMU,40,20,7,rule,single_mc_buffer,simple,LRPT,8415,2.4827,0.0047,526
DMU,40,20,7,rule,single_mc_buffer,simple,STT,8722,2.0755,0.0058,356
DMU,40,20,7,rule,single_mc_buffer,simple,LTT,8139,2.5141,0.0044,568
DMU,40,20,7,rule,single_mc_buffer,simple,LOR,7873,2.1967,0.0053,412
DMU,40,20,7,rule,single_mc_buffer,simple,MOR,8926,2.5169,0.0044,576
DMU,40,20,8,rule,single_mc_buffer,simple,SPT,7424,2.2673,0.0052,432
DMU,40,20,8,rule,single_mc_buffer,simple,LPT,8687,2.2844,0.0055,415
DMU,40,20,8,rule,single_mc_buffer,simple,SRPT,8055,2.1578,0.0062,349
DMU,40,20,8,rule,single_mc_buffer,simple,LRPT,7760,2.4628,0.0048,508
DMU,40,20,8,rule,single_mc_buffer,simple,STT,7913,2.0736,0.006,343
DMU,40,20,8,rule,single_mc_buffer,simple,LTT,7617,2.5036,0.0046,545
DMU,40,20,8,rule,single_mc_buffer,simple,LOR,7881,2.0531,0.006,343
DMU,40,20,8,rule,single_mc_buffer,simple,MOR,8317,2.5246,0.0049,516
DMU,40,20,9,rule,single_mc_buffer,simple,SPT,8303,2.3582,0.0049,481
DMU,40,20,9,rule,single_mc_buffer,simple,LPT,9268,2.2335,0.0058,382
DMU,40,20,9,rule,single_mc_buffer,simple,SRPT,8681,2.1852,0.0061,357
DMU,40,20,9,rule,single_mc_buffer,simple,LRPT,8538,2.4444,0.0049,500
DMU,40,20,9,rule,single_mc_buffer,simple,STT,8728,2.1003,0.0063,333
DMU,40,20,9,rule,single_mc_buffer,simple,LTT,7884,2.5228,0.0048,528
DMU,40,20,9,rule,single_mc_buffer,simple,LOR,8457,2.072,0.0057,362
DMU,40,20,9,rule,single_mc_buffer,simple,MOR,8615,2.5963,0.0044,587
DMU,50,15,0,rule,single_mc_buffer,simple,SPT,6825,2.128,0.0046,464
DMU,50,15,0,rule,single_mc_buffer,simple,LPT,8335,1.9475,0.0049,395
DMU,50,15,0,rule,single_mc_buffer,simple,SRPT,7935,2.0608,0.0049,423
DMU,50,15,0,rule,single_mc_buffer,simple,LRPT,6443,2.3013,0.0044,523
DMU,50,15,0,rule,single_mc_buffer,simple,STT,7886,2.0731,0.0049,425
DMU,50,15,0,rule,single_mc_buffer,simple,LTT,6233,2.2953,0.0043,537
DMU,50,15,0,rule,single_mc_buffer,simple,LOR,7423,2.0033,0.0049,411
DMU,50,15,0,rule,single_mc_buffer,simple,MOR,6565,2.2435,0.0043,522
DMU,50,15,1,rule,single_mc_buffer,simple,SPT,6665,2.2036,0.0045,488
DMU,50,15,1,rule,single_mc_buffer,simple,LPT,7562,2.0914,0.005,419
DMU,50,15,1,rule,single_mc_buffer,simple,SRPT,7338,2.098,0.005,423
DMU,50,15,1,rule,single_mc_buffer,simple,LRPT,6091,2.3079,0.0044,527
DMU,50,15,1,rule,single_mc_buffer,simple,STT,7440,2.0123,0.0047,425
DMU,50,15,1,rule,single_mc_buffer,simple,LTT,5927,2.3272,0.0043,544
DMU,50,15,1,rule,single_mc_buffer,simple,LOR,7304,2.0648,0.0049,425
DMU,50,15,1,rule,single_mc_buffer,simple,MOR,6456,2.1548,0.0044,487
DMU,50,15,2,rule,single_mc_buffer,simple,SPT,7073,2.2396,0.0044,513
DMU,50,15,2,rule,single_mc_buffer,simple,LPT,7898,2.0113,0.0051,396
DMU,50,15,2,rule,single_mc_buffer,simple,SRPT,7437,2.0581,0.0049,422
DMU,50,15,2,rule,single_mc_buffer,simple,LRPT,6261,2.2943,0.0043,528
DMU,50,15,2,rule,single_mc_buffer,simple,STT,7607,2.0352,0.0049,413
DMU,50,15,2,rule,single_mc_buffer,simple,LTT,5963,2.2953,0.0042,541
DMU,50,15,2,rule,single_mc_buffer,simple,LOR,7479,1.9744,0.005,392
DMU,50,15,2,rule,single_mc_buffer,simple,MOR,5969,2.2295,0.0045,499
DMU,50,15,3,rule,single_mc_buffer,simple,SPT,6966,2.2029,0.0045,488
DMU,50,15,3,rule,single_mc_buffer,simple,LPT,7620,1.9993,0.0052,384
DMU,50,15,3,rule,single_mc_buffer,simple,SRPT,7772,2.0222,0.0051,395
DMU,50,15,3,rule,single_mc_buffer,simple,LRPT,6124,2.2619,0.0046,496
DMU,50,15,3,rule,single_mc_buffer,simple,STT,7918,1.9939,0.0051,393
DMU,50,15,3,rule,single_mc_buffer,simple,LTT,6003,2.2814,0.0045,503
DMU,50,15,3,rule,single_mc_buffer,simple,LOR,7064,2.0182,0.0051,397
DMU,50,15,3,rule,single_mc_buffer,simple,MOR,6100,2.2664,0.0048,468
DMU,50,15,4,rule,single_mc_buffer,simple,SPT,6965,2.2565,0.0044,513
DMU,50,15,4,rule,single_mc_buffer,simple,LPT,8057,2.0492,0.0049,415
DMU,50,15,4,rule,single_mc_buffer,simple,SRPT,8194,2.1456,0.0049,442
DMU,50,15,4,rule,single_mc_buffer,simple,LRPT,6120,2.3104,0.0044,530
