DMU,40,15,0,rule,buffer,LTT,5162,0.787,job_arrival,100,True
DMU,40,15,0,rule,buffer,MOR,5627,0.787,job_arrival,100,True
DMU,40,15,0,rule,buffer,FDD/MWKR,5273,0.787,job_arrival,100,True
DMU,40,15,0,rule,buffer,LRPT,5279,0.787,job_arrival,100,True
DMU,40,15,0,rule,buffer,SPT,5424,0.787,job_arrival,100,True
DMU,40,15,1,rule,buffer,LTT,5254,0.838,job_arrival,100,True
DMU,40,15,1,rule,buffer,MOR,5391,0.838,job_arrival,100,True
DMU,40,15,1,rule,buffer,FDD/MWKR,5411,0.838,job_arrival,100,True
DMU,40,15,1,rule,buffer,LRPT,5641,0.838,job_arrival,100,True
DMU,40,15,1,rule,buffer,SPT,5676,0.838,job_arrival,100,True
DMU,40,15,2,rule,buffer,LTT,4898,0.9809,job_arrival,100,True
DMU,40,15,2,rule,buffer,MOR,5079,0.9809,job_arrival,100,True
DMU,40,15,2,rule,buffer,FDD/MWKR,5243,0.9809,job_arrival,100,True
DMU,40,15,2,rule,buffer,LRPT,5101,0.9809,job_arrival,100,True
DMU,40,15,2,rule,buffer,SPT,5770,0.9809,job_arrival,100,True
DMU,40,15,3,rule,buffer,LTT,4974,0.8721,job_arrival,100,True
DMU,40,15,3,rule,buffer,MOR,5358,0.8721,job_arrival,100,True
DMU,40,15,3,rule,buffer,FDD/MWKR,5143,0.8721,job_arrival,100,True
DMU,40,15,3,rule,buffer,LRPT,5198,0.8721,job_arrival,100,True
DMU,40,15,3,rule,buffer,SPT,5157,0.8721,job_arrival,100,True
DMU,40,15,4,rule,buffer,LTT,4531,0.8783,job_arrival,100,True
DMU,40,15,4,rule,buffer,MOR,4669,0.8783,job_arrival,100,True
DMU,40,15,4,rule,buffer,FDD/MWKR,4585,0.8783,job_arrival,100,True
DMU,40,15,4,rule,buffer,LRPT,4521,0.8783,job_arrival,100,True
DMU,40,15,4,rule,buffer,SPT,5085,0.8783,job_arrival,100,True
DMU,50,15,0,rule,buffer,LTT,6356,1.2467,job_arrival,100,True
DMU,50,15,0,rule,buffer,MOR,6690,1.2467,job_arrival,100,True
DMU,50,15,0,rule,buffer,FDD/MWKR,6353,1.2467,job_arrival,100,True
DMU,50,15,0,rule,buffer,LRPT,6482,1.2467,job_arrival,100,True
DMU,50,15,0,rule,buffer,SPT,6892,1.2467,job_arrival,100,True
DMU,50,15,1,rule,buffer,LTT,6080,1.1211,job_arrival,100,True
DMU,50,15,1,rule,buffer,MOR,6366,1.1211,job_arrival,100,True
DMU,50,15,1,rule,buffer,FDD/MWKR,6002,1.1211,job_arrival,100,True
DMU,50,15,1,rule,buffer,LRPT,6117,1.1211,job_arrival,100,True
DMU,50,15,1,rule,buffer,SPT,7044,1.1211,job_arrival,100,True
DMU,50,15,2,rule,buffer,LTT,6094,1.1109,job_arrival,100,True
DMU,50,15,2,rule,buffer,MOR,5922,1.1109,job_arrival,100,True
DMU,50,15,2,rule,buffer,FDD/MWKR,6096,1.1109,job_arrival,100,True
DMU,50,15,2,rule,buffer,LRPT,6324,1.1109,job_arrival,100,True
DMU,50,15,2,rule,buffer,SPT,6861,1.1109,job_arrival,100,True
DMU,50,15,3,rule,buffer,LTT,6024,1.101,job_arrival,100,True
DMU,50,15,3,rule,buffer,MOR,5992,1.101,job_arrival,100,True
DMU,50,15,3,rule,buffer,FDD/MWKR,5964,1.101,job_arrival,100,True
DMU,50,15,3,rule,buffer,LRPT,6123,1.101,job_arrival,100,True
DMU,50,15,3,rule,buffer,SPT,6531,1.101,job_arrival,100,True
DMU,50,15,4,rule,buffer,LTT,6075,1.172,job_arrival,100,True
DMU,50,15,4,rule,buffer,MOR,6211,1.172,job_arrival,100,True
DMU,50,15,4,rule,buffer,FDD/MWKR,5993,1.172,job_arrival,100,True
DMU,50,15,4,rule,buffer,LRPT,6141,1.172,job_arrival,100,True
DMU,50,15,4,rule,buffer,SPT,7028,1.172,job_arrival,100,True
DMU,50,20,0,rule,buffer,LTT,6595,1.547,job_arrival,100,True
DMU,50,20,0,rule,buffer,MOR,6772,1.547,job_arrival,100,True
DMU,50,20,0,rule,buffer,FDD/MWKR,6879,1.547,job_arrival,100,True
DMU,50,20,0,rule,buffer,LRPT,6848,1.547,job_arrival,100,True
DMU,50,20,0,rule,buffer,SPT,7228,1.547,job_arrival,100,True
DMU,50,20,1,rule,buffer,LTT,6577,1.5756,job_arrival,100,True
DMU,50,20,1,rule,buffer,MOR,6905,1.5756,job_arrival,100,True
DMU,50,20,1,rule,buffer,FDD/MWKR,7019,1.5756,job_arrival,100,True
DMU,50,20,1,rule,buffer,LRPT,6753,1.5756,job_arrival,100,True
DMU,50,20,1,rule,buffer,SPT,7431,1.5756,job_arrival,100,True
DMU,50,20,2,rule,buffer,LTT,6704,1.6155,job_arrival,100,True
DMU,50,20,2,rule,buffer,MOR,7119,1.6155,job_arrival,100,True
DMU,50,20,2,rule,buffer,FDD/MWKR,6986,1.6155,job_arrival,100,True
DMU,50,20,2,rule,buffer,LRPT,6794,1.6155,job_arrival,100,True
DMU,50,20,2,rule,buffer,SPT,7657,1.6155,job_arrival,100,True
DMU,50,20,3,rule,buffer,LTT,6472,1.5807,job_arrival,100,True
DMU,50,20,3,rule,buffer,MOR,6337,1.5807,job_arrival,100,True
DMU,50,20,3,rule,buffer,FDD/MWKR,6682,1.5807,job_arrival,100,True
DMU,50,20,3,rule,buffer,LRPT,6674,1.5807,job_arrival,100,True
DMU,50,20,3,rule,buffer,SPT,7432,1.5807,job_arrival,100,True
DMU,50,20,4,rule,buffer,LTT,6485,1.497,job_arrival,100,True
DMU,50,20,4,rule,buffer,MOR,6801,1.497,job_arrival,100,True
DMU,50,20,4,rule,buffer,FDD/MWKR,6754,1.497,job_arrival,100,True
DMU,50,20,4,rule,buffer,LRPT,6572,1.497,job_arrival,100,True
DMU,50,20,4,rule,buffer,SPT,7600,1.497,job_arrival,100,True
DMU,40,15,5,rule,buffer,LTT,7595,0.8441,job_arrival,100,True
DMU,40,15,5,rule,buffer,MOR,8026,0.8441,job_arrival,100,True
